Account Number,Legal Name,Owner First Name,Owner Middle Initial,Owner Last Name,Suffix,Legal Entity Owner,Title,Has Website,Social Media Presence,Marketplace Usage,Payment Digital Adoption,Active Social Media Channels,Social Media Posting Frequency,Year Started Digital Adoption,POS (Point of Sales) Usage,Online Ads Usage,E-Wallet Acceptance,Business Size,Monthly Revenue,Number of Employees,Location Type,Formalization Status,Willingness to Develop
ACC07433,Nelson LLC,Jon,,Wells,,PLC,Owner,Tidak,Ya,Tidak,Tidak,Facebook,Jarang,2015-2018,Tidak,Ya,Ya,Medium,>30 Juta,3-5 Orang,Toko,Informal,Tidak Bersedia
ACC07434,Miller-Weaver,Mark,A,Cantrell,,Ltd,Owner,Tidak,Ya,Ya,Tidak,TikTok,Setiap Hari,Belum Mengadopsi,Tidak,Ya,Tidak,Medium,15-30 Juta,1-2 Orang,Pasar,Informal,Bersedia
ACC07435,Butler LLC,Terri,B,Bond,III,and Sons,Director,Ya,Ya,Tidak,Tidak,Facebook,Beberapa Kali Seminggu,<2015,Ya,Tidak,Tidak,Small,15-30 Juta,>10 Orang,Pasar,Dalam Proses,Bersedia
ACC07436,Hogan Ltd,Angela,C,Perry,Jr.,LLC,President,Ya,Tidak,Tidak,Ya,Tidak Ada,Setiap Hari,2015-2018,Ya,Tidak,Ya,Medium,15-30 Juta,>10 Orang,Pasar,Dalam Proses,Tidak Bersedia
ACC07437,Thompson-Woodard,Amber,B,Gordon,Sr.,and Sons,Owner,Tidak,Ya,Tidak,Ya,TikTok,Tidak Pernah,Belum Mengadopsi,Ya,Tidak,Tidak,Medium,<5 Juta,3-5 Orang,Rumah,Informal,Bersedia
ACC07438,Lamb-Jackson,Joshua,B,Wood,,Group,Manager,Ya,Ya,Ya,Ya,TikTok,Beberapa Kali Sebulan,2015-2018,Ya,Ya,Tidak,Small,>30 Juta,1-2 Orang,Toko,Dalam Proses,Bersedia
ACC07439,Carey Group,Holly,,Villarreal,Sr.,Group,President,Ya,Tidak,Ya,Tidak,Facebook,Jarang,<2015,Ya,Ya,Ya,Small,<5 Juta,>10 Orang,Toko,Formal,Tidak Bersedia
ACC07440,Le-Hernandez,Lindsay,,Gonzales,III,Inc,Manager,Ya,Tidak,Tidak,Ya,Facebook,Tidak Pernah,2019-2021,Ya,Tidak,Tidak,Micro,>30 Juta,>10 Orang,Online-Only,Formal,Tidak Bersedia
ACC07441,Johnson-Williams,Brian,D,Hernandez,III,and Sons,Manager,Tidak,Tidak,Ya,Ya,Tidak Ada,Beberapa Kali Seminggu,2015-2018,Tidak,Tidak,Tidak,Medium,<5 Juta,3-5 Orang,Online-Only,Informal,Bersedia
ACC07442,Shannon-Jenkins,Lucas,A,King,Sr.,LLC,Director,Tidak,Tidak,Tidak,Tidak,Facebook,Setiap Hari,Belum Mengadopsi,Ya,Ya,Tidak,Micro,>30 Juta,>10 Orang,Online-Only,Formal,Bersedia
ACC07443,"Huff, Alexander and Weaver",Jessica,B,Webb,,PLC,President,Ya,Tidak,Tidak,Tidak,Facebook,Beberapa Kali Sebulan,<2015,Tidak,Tidak,Tidak,Medium,>30 Juta,3-5 Orang,Online-Only,Informal,Tidak Bersedia
ACC07444,"Mckinney, Jennings and Garcia",Jorge,B,Lawrence,,Ltd,Manager,Ya,Ya,Ya,Ya,WhatsApp,Jarang,2015-2018,Ya,Tidak,Ya,Micro,>30 Juta,3-5 Orang,Toko,Formal,Tidak Bersedia
ACC07445,Holloway-Dixon,Karen,A,Crawford,Jr.,and Sons,Director,Ya,Ya,Tidak,Ya,Facebook,Beberapa Kali Seminggu,2022-Sekarang,Tidak,Tidak,Tidak,Micro,>30 Juta,1-2 Orang,Rumah,Dalam Proses,Bersedia
ACC07446,Wright-Bishop,Jose,,Lopez,Sr.,Ltd,Manager,Tidak,Ya,Ya,Tidak,TikTok,Jarang,2015-2018,Ya,Ya,Tidak,Micro,<5 Juta,3-5 Orang,Pasar,Formal,Tidak Bersedia
ACC07447,"Wright, Diaz and Rogers",Emily,A,Contreras,Sr.,and Sons,President,Tidak,Ya,Tidak,Tidak,Facebook,Beberapa Kali Seminggu,<2015,Tidak,Ya,Ya,Micro,<5 Juta,3-5 Orang,Pasar,Formal,Bersedia
ACC07448,Potts Ltd,Gavin,A,Jones,Jr.,LLC,CEO,Tidak,Ya,Tidak,Tidak,Facebook,Tidak Pernah,2015-2018,Tidak,Tidak,Ya,Micro,5-15 Juta,6-10 Orang,Online-Only,Informal,Tidak Bersedia
ACC07449,"Chan, Potter and Madden",Kayla,D,Torres,,LLC,Manager,Ya,Tidak,Ya,Tidak,TikTok,Jarang,<2015,Tidak,Ya,Tidak,Medium,5-15 Juta,>10 Orang,Toko,Dalam Proses,Tidak Bersedia
ACC07450,"Rogers, Bradley and Garcia",Samantha,B,Powell,,LLC,Director,Ya,Tidak,Tidak,Tidak,Facebook,Tidak Pernah,2015-2018,Ya,Ya,Tidak,Medium,5-15 Juta,1-2 Orang,Online-Only,Informal,Tidak Bersedia
ACC07451,Robles Group,Nicholas,C,Melton,III,Inc,President,Ya,Ya,Tidak,Ya,Facebook,Tidak Pernah,Belum Mengadopsi,Ya,Tidak,Ya,Micro,<5 Juta,>10 Orang,Pasar,Informal,Tidak Bersedia
ACC07452,Frederick LLC,Patricia,A,Meyers,,Inc,CEO,Tidak,Ya,Tidak,Ya,WhatsApp,Tidak Pernah,<2015,Tidak,Ya,Ya,Medium,<5 Juta,3-5 Orang,Pasar,Dalam Proses,Tidak Bersedia
ACC07453,Hunt Inc,Tony,A,Williams,Sr.,Inc,Director,Ya,Ya,Ya,Tidak,Tidak Ada,Tidak Pernah,2015-2018,Ya,Ya,Ya,Medium,>30 Juta,1-2 Orang,Toko,Formal,Tidak Bersedia
ACC07454,Moore-Davis,Stephen,C,Castro,Jr.,Group,Manager,Ya,Tidak,Ya,Tidak,WhatsApp,Beberapa Kali Sebulan,2022-Sekarang,Tidak,Tidak,Tidak,Medium,5-15 Juta,>10 Orang,Online-Only,Informal,Tidak Bersedia
ACC07455,Wells PLC,Nicole,B,Fritz,,LLC,Owner,Tidak,Tidak,Ya,Ya,WhatsApp,Tidak Pernah,Belum Mengadopsi,Tidak,Ya,Tidak,Micro,15-30 Juta,3-5 Orang,Pasar,Dalam Proses,Tidak Bersedia
ACC07456,Alexander and Sons,Jenna,B,Perez,Sr.,Inc,CEO,Ya,Tidak,Ya,Tidak,Tidak Ada,Beberapa Kali Sebulan,2015-2018,Tidak,Tidak,Ya,Small,<5 Juta,3-5 Orang,Online-Only,Informal,Tidak Bersedia
ACC07457,"Poole, Wells and Hess",Brian,A,Brown,Sr.,Inc,Director,Ya,Ya,Tidak,Ya,Tidak Ada,Beberapa Kali Seminggu,Belum Mengadopsi,Ya,Tidak,Tidak,Micro,<5 Juta,6-10 Orang,Pasar,Dalam Proses,Bersedia
ACC07458,"Weaver, Manning and Brown",Maria,B,Davis,III,Inc,President,Ya,Tidak,Ya,Ya,Instagram,Jarang,2022-Sekarang,Ya,Ya,Tidak,Medium,15-30 Juta,6-10 Orang,Toko,Informal,Bersedia
ACC07459,Terrell-Blackwell,Daniel,D,Ruiz,III,Inc,Director,Ya,Ya,Ya,Ya,Tidak Ada,Beberapa Kali Sebulan,2022-Sekarang,Ya,Ya,Tidak,Micro,<5 Juta,1-2 Orang,Pasar,Formal,Bersedia
ACC07460,"Allen, Murphy and Cross",Thomas,D,Weaver,,and Sons,CEO,Tidak,Ya,Ya,Ya,WhatsApp,Jarang,<2015,Ya,Ya,Tidak,Medium,>30 Juta,6-10 Orang,Online-Only,Dalam Proses,Tidak Bersedia
ACC07461,"Baker, Foster and Morgan",Karla,A,Yang,III,and Sons,President,Ya,Ya,Ya,Tidak,Facebook,Beberapa Kali Seminggu,Belum Mengadopsi,Ya,Ya,Tidak,Micro,15-30 Juta,3-5 Orang,Online-Only,Formal,Tidak Bersedia
ACC07462,"Thompson, Grant and Frank",Margaret,A,David,Jr.,Group,CEO,Ya,Ya,Tidak,Ya,Tidak Ada,Jarang,2022-Sekarang,Tidak,Tidak,Ya,Small,>30 Juta,3-5 Orang,Pasar,Dalam Proses,Tidak Bersedia
ACC07463,Snow-Mitchell,Robert,C,Glenn,,Ltd,President,Ya,Ya,Tidak,Ya,TikTok,Beberapa Kali Sebulan,2022-Sekarang,Tidak,Tidak,Ya,Medium,<5 Juta,>10 Orang,Toko,Formal,Bersedia
ACC07464,Burns-Medina,Joyce,D,Hansen,Jr.,LLC,Director,Ya,Tidak,Tidak,Ya,TikTok,Jarang,<2015,Tidak,Tidak,Tidak,Micro,>30 Juta,1-2 Orang,Toko,Dalam Proses,Tidak Bersedia
ACC07465,Smith-Watts,Kimberly,B,Smith,Jr.,and Sons,Director,Ya,Ya,Ya,Tidak,Facebook,Tidak Pernah,2022-Sekarang,Tidak,Ya,Tidak,Small,15-30 Juta,1-2 Orang,Toko,Informal,Bersedia
ACC07466,Taylor-Hughes,Christine,C,Williams,Jr.,and Sons,President,Ya,Ya,Tidak,Tidak,Facebook,Beberapa Kali Sebulan,2015-2018,Tidak,Tidak,Tidak,Small,<5 Juta,3-5 Orang,Rumah,Informal,Tidak Bersedia
ACC07467,"Hall, Keller and Reyes",Antonio,,Edwards,Jr.,LLC,President,Tidak,Tidak,Ya,Ya,TikTok,Beberapa Kali Sebulan,2015-2018,Tidak,Ya,Tidak,Medium,>30 Juta,>10 Orang,Rumah,Dalam Proses,Tidak Bersedia
ACC07468,Boyle-Sparks,Anthony,B,Bryant,III,Inc,Director,Tidak,Ya,Tidak,Ya,WhatsApp,Setiap Hari,2022-Sekarang,Tidak,Tidak,Tidak,Medium,5-15 Juta,6-10 Orang,Rumah,Dalam Proses,Tidak Bersedia
ACC07469,"Johnson, Anderson and Espinoza",Lauren,D,Alvarez,Jr.,and Sons,President,Tidak,Ya,Tidak,Tidak,Facebook,Setiap Hari,Belum Mengadopsi,Ya,Ya,Ya,Medium,<5 Juta,6-10 Orang,Online-Only,Informal,Bersedia
ACC07470,"Walsh, Knox and Reilly",Leah,B,Jimenez,Sr.,and Sons,President,Tidak,Tidak,Ya,Ya,Facebook,Setiap Hari,2015-2018,Ya,Tidak,Tidak,Medium,15-30 Juta,>10 Orang,Online-Only,Informal,Tidak Bersedia
ACC07471,"Tanner, Stone and Martinez",Ronald,D,Howard,Jr.,and Sons,Owner,Ya,Tidak,Tidak,Tidak,Tidak Ada,Jarang,2015-2018,Tidak,Ya,Ya,Micro,5-15 Juta,6-10 Orang,Toko,Formal,Tidak Bersedia
ACC07472,Ruiz Inc,Anthony,A,Moreno,,and Sons,Director,Ya,Tidak,Ya,Ya,Facebook,Jarang,<2015,Ya,Tidak,Tidak,Small,15-30 Juta,1-2 Orang,Rumah,Dalam Proses,Tidak Bersedia
ACC07473,"Jones, Crosby and Martin",Katherine,A,Roberson,Jr.,Group,Owner,Tidak,Tidak,Tidak,Tidak,Instagram,Jarang,2022-Sekarang,Tidak,Ya,Tidak,Small,5-15 Juta,6-10 Orang,Rumah,Formal,Bersedia
ACC07474,"Summers, Weeks and Boone",Brian,,Duncan,,Ltd,President,Tidak,Ya,Ya,Ya,TikTok,Setiap Hari,2022-Sekarang,Tidak,Ya,Ya,Medium,15-30 Juta,6-10 Orang,Online-Only,Informal,Bersedia
ACC07475,Williamson PLC,David,B,Herrera,Jr.,Inc,Owner,Tidak,Ya,Tidak,Tidak,Instagram,Setiap Hari,2019-2021,Tidak,Tidak,Tidak,Medium,5-15 Juta,3-5 Orang,Toko,Dalam Proses,Tidak Bersedia
ACC07476,Sullivan and Sons,Michael,C,Aguilar,III,PLC,CEO,Ya,Tidak,Tidak,Ya,Instagram,Jarang,2022-Sekarang,Tidak,Tidak,Tidak,Small,5-15 Juta,>10 Orang,Online-Only,Formal,Bersedia
ACC07477,Diaz-Johnson,Jonathan,A,Jennings,III,LLC,CEO,Ya,Ya,Tidak,Tidak,Tidak Ada,Tidak Pernah,Belum Mengadopsi,Tidak,Ya,Tidak,Micro,5-15 Juta,>10 Orang,Rumah,Informal,Tidak Bersedia
ACC07478,"Hernandez, Morris and Ochoa",Beth,D,Hogan,Sr.,and Sons,Manager,Tidak,Ya,Ya,Tidak,WhatsApp,Beberapa Kali Sebulan,<2015,Ya,Tidak,Ya,Medium,<5 Juta,6-10 Orang,Toko,Informal,Tidak Bersedia
ACC07479,Anderson LLC,Allen,A,Burke,Jr.,Group,Director,Tidak,Ya,Tidak,Tidak,Instagram,Tidak Pernah,<2015,Ya,Ya,Ya,Small,<5 Juta,>10 Orang,Pasar,Formal,Tidak Bersedia
ACC07480,Miller-Collins,Cole,B,Hayes,III,Inc,Director,Ya,Tidak,Ya,Tidak,TikTok,Beberapa Kali Seminggu,2022-Sekarang,Tidak,Ya,Ya,Micro,5-15 Juta,3-5 Orang,Online-Only,Formal,Tidak Bersedia
ACC07481,Keller LLC,Jason,D,Estrada,,Group,Director,Tidak,Tidak,Tidak,Tidak,Instagram,Beberapa Kali Sebulan,2019-2021,Tidak,Ya,Tidak,Micro,>30 Juta,6-10 Orang,Pasar,Informal,Tidak Bersedia
ACC07482,"Price, Davis and Rivera",Felicia,A,Dalton,,LLC,President,Ya,Tidak,Tidak,Tidak,Tidak Ada,Beberapa Kali Seminggu,2019-2021,Tidak,Ya,Ya,Medium,15-30 Juta,1-2 Orang,Pasar,Informal,Tidak Bersedia
ACC07483,Moore LLC,Drew,A,Moses,,Ltd,President,Ya,Ya,Ya,Ya,Tidak Ada,Beberapa Kali Sebulan,2015-2018,Tidak,Ya,Ya,Medium,5-15 Juta,1-2 Orang,Toko,Informal,Tidak Bersedia
ACC07484,Walker Inc,Brittany,D,Willis,III,Inc,Owner,Ya,Ya,Tidak,Tidak,Instagram,Beberapa Kali Sebulan,2019-2021,Ya,Ya,Ya,Medium,>30 Juta,>10 Orang,Pasar,Dalam Proses,Tidak Bersedia
ACC07485,Phillips LLC,Gina,D,Johnson,Jr.,Ltd,CEO,Tidak,Ya,Ya,Tidak,Instagram,Beberapa Kali Seminggu,Belum Mengadopsi,Ya,Ya,Ya,Small,5-15 Juta,1-2 Orang,Toko,Formal,Tidak Bersedia
ACC07486,Powell PLC,Emily,,Bradley,III,Inc,Director,Tidak,Tidak,Tidak,Ya,Tidak Ada,Beberapa Kali Seminggu,2022-Sekarang,Tidak,Ya,Ya,Micro,5-15 Juta,1-2 Orang,Pasar,Informal,Bersedia
ACC07487,Sanchez LLC,Melody,D,Taylor,,Inc,President,Tidak,Ya,Tidak,Tidak,Facebook,Beberapa Kali Seminggu,<2015,Ya,Ya,Tidak,Micro,15-30 Juta,6-10 Orang,Rumah,Dalam Proses,Bersedia
ACC07488,Thomas LLC,Scott,,Vazquez,Sr.,LLC,President,Ya,Tidak,Tidak,Ya,Tidak Ada,Beberapa Kali Sebulan,2022-Sekarang,Tidak,Tidak,Tidak,Micro,<5 Juta,>10 Orang,Toko,Formal,Tidak Bersedia
ACC07489,"Wilson, White and Myers",Jason,B,Barr,III,Ltd,Manager,Tidak,Ya,Ya,Ya,Tidak Ada,Setiap Hari,<2015,Tidak,Ya,Tidak,Medium,15-30 Juta,3-5 Orang,Rumah,Dalam Proses,Tidak Bersedia
ACC07490,"Williams, Morales and Smith",Stephanie,A,Jenkins,,and Sons,CEO,Tidak,Ya,Ya,Tidak,WhatsApp,Setiap Hari,2022-Sekarang,Ya,Ya,Ya,Medium,5-15 Juta,1-2 Orang,Toko,Formal,Bersedia
ACC07491,Morris-Fisher,Bradley,D,Foster,III,and Sons,President,Ya,Tidak,Tidak,Ya,Facebook,Beberapa Kali Seminggu,2019-2021,Ya,Ya,Tidak,Small,5-15 Juta,3-5 Orang,Pasar,Formal,Bersedia
ACC07492,Mendoza-Summers,James,A,Thompson,Jr.,Inc,Manager,Ya,Tidak,Tidak,Tidak,Tidak Ada,Setiap Hari,Belum Mengadopsi,Tidak,Ya,Ya,Small,>30 Juta,1-2 Orang,Toko,Dalam Proses,Tidak Bersedia
ACC07493,"Harvey, Bell and Campos",Linda,,Reed,Jr.,LLC,Manager,Ya,Tidak,Tidak,Tidak,TikTok,Beberapa Kali Sebulan,Belum Mengadopsi,Ya,Tidak,Ya,Micro,<5 Juta,3-5 Orang,Online-Only,Dalam Proses,Tidak Bersedia
ACC07494,"Ashley, Watson and Dudley",Deborah,D,Hall,,LLC,Director,Tidak,Tidak,Tidak,Ya,Tidak Ada,Tidak Pernah,Belum Mengadopsi,Tidak,Tidak,Ya,Micro,5-15 Juta,3-5 Orang,Online-Only,Informal,Bersedia
ACC07495,Wright-Tapia,Brandon,,Sims,Sr.,Inc,CEO,Tidak,Tidak,Tidak,Ya,Tidak Ada,Jarang,2019-2021,Tidak,Tidak,Ya,Medium,15-30 Juta,>10 Orang,Pasar,Formal,Tidak Bersedia
ACC07496,Hernandez Group,Christopher,B,Walsh,Sr.,LLC,Manager,Ya,Ya,Tidak,Tidak,Facebook,Jarang,Belum Mengadopsi,Tidak,Ya,Tidak,Medium,15-30 Juta,>10 Orang,Pasar,Informal,Tidak Bersedia
ACC07497,Johnson Group,Matthew,D,Clark,,Group,President,Tidak,Tidak,Ya,Tidak,Tidak Ada,Tidak Pernah,2022-Sekarang,Ya,Ya,Tidak,Medium,<5 Juta,3-5 Orang,Toko,Formal,Tidak Bersedia
ACC07498,Ponce and Sons,Elizabeth,D,Moore,III,PLC,CEO,Ya,Tidak,Tidak,Ya,TikTok,Beberapa Kali Sebulan,<2015,Tidak,Tidak,Tidak,Small,5-15 Juta,1-2 Orang,Rumah,Informal,Bersedia
ACC07499,Lewis PLC,Sharon,C,Krueger,Sr.,Group,Owner,Ya,Tidak,Ya,Ya,Tidak Ada,Tidak Pernah,2022-Sekarang,Tidak,Ya,Tidak,Micro,5-15 Juta,6-10 Orang,Rumah,Informal,Tidak Bersedia
ACC07500,Nelson-Flynn,Krystal,B,Andrews,III,PLC,President,Ya,Ya,Tidak,Tidak,Tidak Ada,Tidak Pernah,2019-2021,Ya,Ya,Tidak,Small,>30 Juta,3-5 Orang,Online-Only,Informal,Tidak Bersedia
ACC07501,Jordan LLC,Stephanie,,Hansen,III,Group,President,Tidak,Ya,Ya,Ya,Facebook,Setiap Hari,2015-2018,Ya,Ya,Tidak,Medium,5-15 Juta,1-2 Orang,Pasar,Informal,Bersedia
ACC07502,"Price, Ramos and Ryan",Paul,D,Hart,III,PLC,CEO,Ya,Ya,Ya,Ya,WhatsApp,Tidak Pernah,2015-2018,Ya,Ya,Ya,Medium,<5 Juta,>10 Orang,Pasar,Dalam Proses,Bersedia
ACC07503,Jones Ltd,Justin,,Wood,,and Sons,Manager,Tidak,Ya,Ya,Tidak,WhatsApp,Jarang,2019-2021,Tidak,Ya,Ya,Micro,>30 Juta,3-5 Orang,Toko,Informal,Tidak Bersedia
ACC07504,"Edwards, Acevedo and Chavez",Jonathan,C,Nguyen,Jr.,LLC,Manager,Ya,Ya,Tidak,Tidak,TikTok,Beberapa Kali Seminggu,<2015,Tidak,Tidak,Tidak,Small,>30 Juta,6-10 Orang,Toko,Informal,Bersedia
ACC07505,Murphy Ltd,Laurie,A,Fernandez,Jr.,LLC,Director,Ya,Ya,Ya,Tidak,TikTok,Tidak Pernah,2022-Sekarang,Tidak,Tidak,Ya,Micro,<5 Juta,1-2 Orang,Rumah,Formal,Bersedia
ACC07506,Hill-Massey,Gary,A,Martinez,III,Group,Owner,Ya,Tidak,Ya,Ya,Instagram,Beberapa Kali Seminggu,2015-2018,Tidak,Tidak,Ya,Micro,<5 Juta,6-10 Orang,Toko,Dalam Proses,Tidak Bersedia
ACC07507,Sloan-Bowen,John,,Gordon,Jr.,LLC,CEO,Ya,Ya,Tidak,Tidak,Facebook,Jarang,2022-Sekarang,Tidak,Tidak,Tidak,Small,5-15 Juta,1-2 Orang,Rumah,Dalam Proses,Tidak Bersedia
ACC07508,Johnson-Garrett,Kristin,A,Robinson,Jr.,Ltd,Director,Ya,Tidak,Tidak,Tidak,Tidak Ada,Jarang,2022-Sekarang,Tidak,Tidak,Ya,Small,5-15 Juta,3-5 Orang,Rumah,Dalam Proses,Bersedia
ACC07509,Perez Inc,Megan,D,Mosley,,and Sons,CEO,Ya,Tidak,Ya,Tidak,Instagram,Jarang,2022-Sekarang,Tidak,Tidak,Ya,Small,15-30 Juta,1-2 Orang,Pasar,Formal,Bersedia
ACC07510,Matthews PLC,Richard,D,Cooper,Jr.,and Sons,Manager,Ya,Tidak,Tidak,Tidak,WhatsApp,Beberapa Kali Sebulan,2015-2018,Ya,Tidak,Ya,Small,5-15 Juta,1-2 Orang,Pasar,Dalam Proses,Bersedia
ACC07511,"Miller, Andrews and Johnson",Jonathan,B,Walker,III,LLC,Director,Ya,Ya,Tidak,Tidak,Instagram,Tidak Pernah,Belum Mengadopsi,Tidak,Tidak,Ya,Micro,5-15 Juta,6-10 Orang,Pasar,Informal,Bersedia
ACC07512,Estrada-Thompson,Michael,,Patel,III,Ltd,Manager,Tidak,Tidak,Ya,Tidak,Tidak Ada,Beberapa Kali Seminggu,2019-2021,Tidak,Tidak,Tidak,Medium,5-15 Juta,1-2 Orang,Online-Only,Dalam Proses,Tidak Bersedia
ACC07513,Stephenson-Bowen,Marcus,,Kennedy,,LLC,President,Ya,Tidak,Tidak,Tidak,TikTok,Beberapa Kali Seminggu,2019-2021,Tidak,Ya,Tidak,Small,<5 Juta,>10 Orang,Pasar,Dalam Proses,Tidak Bersedia
ACC07514,"Turner, Shah and Sanchez",Anthony,C,Douglas,,Group,CEO,Tidak,Ya,Ya,Ya,Instagram,Setiap Hari,Belum Mengadopsi,Ya,Ya,Tidak,Micro,5-15 Juta,6-10 Orang,Rumah,Formal,Tidak Bersedia
ACC07515,Thompson and Sons,Kim,D,Kelly,Jr.,and Sons,President,Tidak,Tidak,Tidak,Ya,Facebook,Beberapa Kali Seminggu,<2015,Tidak,Tidak,Ya,Small,<5 Juta,1-2 Orang,Rumah,Informal,Tidak Bersedia
ACC07516,"Schmidt, Ramirez and Gutierrez",Amanda,A,Robinson,III,Group,President,Ya,Ya,Ya,Ya,Facebook,Setiap Hari,Belum Mengadopsi,Ya,Ya,Ya,Micro,5-15 Juta,6-10 Orang,Rumah,Informal,Tidak Bersedia
ACC07517,Weaver PLC,Robert,,Leonard,III,and Sons,President,Ya,Tidak,Ya,Tidak,TikTok,Setiap Hari,2015-2018,Ya,Ya,Tidak,Small,5-15 Juta,6-10 Orang,Rumah,Dalam Proses,Bersedia
ACC07518,Mason-Stout,Suzanne,B,Davidson,Sr.,Group,Owner,Tidak,Tidak,Tidak,Tidak,Tidak Ada,Jarang,2015-2018,Tidak,Ya,Tidak,Small,15-30 Juta,6-10 Orang,Rumah,Dalam Proses,Tidak Bersedia
ACC07519,Mendoza-Chase,Jennifer,A,Parker,Sr.,Inc,Owner,Tidak,Tidak,Tidak,Tidak,Tidak Ada,Tidak Pernah,2019-2021,Ya,Ya,Tidak,Micro,<5 Juta,6-10 Orang,Online-Only,Informal,Bersedia
ACC07520,Carey-Bennett,William,,Wilson,Sr.,LLC,CEO,Tidak,Ya,Tidak,Tidak,Tidak Ada,Jarang,2015-2018,Ya,Ya,Ya,Medium,15-30 Juta,1-2 Orang,Pasar,Dalam Proses,Bersedia
ACC07521,"Calhoun, Clark and Jackson",Antonio,B,Johnson,Sr.,Group,CEO,Ya,Ya,Tidak,Tidak,Instagram,Tidak Pernah,2022-Sekarang,Tidak,Ya,Tidak,Small,<5 Juta,1-2 Orang,Online-Only,Dalam Proses,Bersedia
ACC07522,Armstrong-Hughes,Jeremy,B,Dickerson,Sr.,PLC,Director,Ya,Tidak,Tidak,Ya,Facebook,Tidak Pernah,2019-2021,Ya,Ya,Tidak,Small,5-15 Juta,>10 Orang,Rumah,Formal,Tidak Bersedia
ACC07523,"Bautista, Noble and Wood",Kristin,,Casey,III,Group,Manager,Tidak,Ya,Ya,Tidak,Facebook,Tidak Pernah,2015-2018,Ya,Ya,Tidak,Micro,5-15 Juta,>10 Orang,Toko,Formal,Bersedia
ACC07524,"Murphy, Cordova and Thompson",Robert,,Dennis,Jr.,Group,Manager,Tidak,Tidak,Ya,Ya,TikTok,Jarang,2019-2021,Ya,Ya,Tidak,Micro,5-15 Juta,3-5 Orang,Toko,Informal,Bersedia
ACC07525,Medina LLC,Tina,B,Bradley,Jr.,Group,Director,Tidak,Ya,Tidak,Tidak,WhatsApp,Beberapa Kali Sebulan,Belum Mengadopsi,Tidak,Ya,Ya,Medium,15-30 Juta,3-5 Orang,Online-Only,Dalam Proses,Tidak Bersedia
ACC07526,Barnes Inc,Lee,B,Morris,,and Sons,President,Tidak,Tidak,Tidak,Tidak,TikTok,Jarang,2019-2021,Tidak,Tidak,Tidak,Micro,>30 Juta,1-2 Orang,Toko,Formal,Bersedia
ACC07527,Watson LLC,Christopher,A,Fisher,,PLC,Manager,Ya,Ya,Ya,Ya,WhatsApp,Beberapa Kali Sebulan,Belum Mengadopsi,Tidak,Tidak,Tidak,Micro,<5 Juta,>10 Orang,Pasar,Dalam Proses,Tidak Bersedia
ACC07528,Thompson Group,Stephanie,C,Byrd,Sr.,PLC,President,Tidak,Ya,Ya,Tidak,Facebook,Tidak Pernah,Belum Mengadopsi,Tidak,Ya,Ya,Small,>30 Juta,6-10 Orang,Pasar,Dalam Proses,Tidak Bersedia
ACC07529,"Williamson, Rasmussen and Torres",Alicia,D,Parker,III,Ltd,Owner,Ya,Ya,Ya,Ya,TikTok,Tidak Pernah,Belum Mengadopsi,Ya,Ya,Tidak,Medium,<5 Juta,6-10 Orang,Rumah,Dalam Proses,Bersedia
ACC07530,"Avila, Bates and Walker",Jason,D,Ramirez,Sr.,Ltd,Director,Ya,Tidak,Tidak,Tidak,Facebook,Beberapa Kali Seminggu,2019-2021,Tidak,Ya,Ya,Medium,<5 Juta,6-10 Orang,Rumah,Informal,Bersedia
ACC07531,"Fleming, Nash and Berry",James,A,Peters,,LLC,Director,Ya,Ya,Ya,Ya,TikTok,Tidak Pernah,Belum Mengadopsi,Tidak,Tidak,Ya,Small,<5 Juta,>10 Orang,Rumah,Dalam Proses,Bersedia
ACC07532,Clark PLC,Erin,A,Garcia,Jr.,Inc,CEO,Tidak,Tidak,Tidak,Ya,WhatsApp,Beberapa Kali Sebulan,Belum Mengadopsi,Ya,Tidak,Tidak,Micro,<5 Juta,3-5 Orang,Online-Only,Dalam Proses,Tidak Bersedia
ACC07533,Sanders PLC,Joel,C,Richard,III,LLC,Manager,Tidak,Ya,Ya,Ya,WhatsApp,Jarang,2015-2018,Ya,Tidak,Tidak,Medium,15-30 Juta,>10 Orang,Rumah,Informal,Tidak Bersedia
ACC07534,Mcneil-Tucker,Kaitlyn,C,Gillespie,,Ltd,President,Tidak,Ya,Tidak,Ya,WhatsApp,Tidak Pernah,<2015,Tidak,Tidak,Tidak,Micro,>30 Juta,3-5 Orang,Online-Only,Informal,Tidak Bersedia
ACC07535,"Dixon, Haas and Ruiz",Amanda,,Fletcher,,LLC,CEO,Ya,Tidak,Tidak,Ya,TikTok,Jarang,<2015,Tidak,Ya,Tidak,Medium,15-30 Juta,>10 Orang,Pasar,Formal,Bersedia
ACC07536,"Norton, Hall and Johnson",Jamie,,Roberts,Jr.,Group,Director,Ya,Ya,Tidak,Tidak,TikTok,Jarang,Belum Mengadopsi,Ya,Tidak,Tidak,Medium,>30 Juta,6-10 Orang,Online-Only,Formal,Bersedia
ACC07537,Flores-Bell,Amber,,Torres,,Group,Manager,Tidak,Tidak,Ya,Tidak,Tidak Ada,Setiap Hari,2022-Sekarang,Ya,Ya,Ya,Medium,5-15 Juta,1-2 Orang,Pasar,Dalam Proses,Tidak Bersedia
